There are/is 299 red points in image
The full report is: 
{:rgb=>"27,80,147", :percent=>0.0, :quantity=>8}
{:rgb=>"102,121,173", :percent=>0.0, :quantity=>8}
{:rgb=>"202,206,227", :percent=>0.0, :quantity=>8}
{:rgb=>"209,210,232", :percent=>0.0, :quantity=>8}
{:rgb=>"230,232,239", :percent=>0.0, :quantity=>8}
{:rgb=>"225,226,241", :percent=>0.0, :quantity=>8}
{:rgb=>"228,229,241", :percent=>0.0, :quantity=>8}
{:rgb=>"233,234,243", :percent=>0.0, :quantity=>8}
{:rgb=>"234,235,244", :percent=>0.0, :quantity=>8}
{:rgb=>"239,240,246", :percent=>0.0, :quantity=>8}
{:rgb=>"241,241,249", :percent=>0.0, :quantity=>8}
{:rgb=>"245,245,250", :percent=>0.0, :quantity=>8}
{:rgb=>"250,251,252", :percent=>0.0, :quantity=>8}
{:rgb=>"0,50,135", :percent=>0.0, :quantity=>7}
{:rgb=>"0,53,139", :percent=>0.0, :quantity=>7}
{:rgb=>"0,56,137", :percent=>0.0, :quantity=>7}
{:rgb=>"0,57,137", :percent=>0.0, :quantity=>7}
{:rgb=>"0,58,137", :percent=>0.0, :quantity=>7}
{:rgb=>"0,61,138", :percent=>0.0, :quantity=>7}
{:rgb=>"0,57,140", :percent=>0.0, :quantity=>7}
{:rgb=>"0,64,139", :percent=>0.0, :quantity=>7}
{:rgb=>"0,65,142", :percent=>0.0, :quantity=>7}
{:rgb=>"0,69,145", :percent=>0.0, :quantity=>7}
{:rgb=>"1,75,145", :percent=>0.0, :quantity=>7}
{:rgb=>"2,75,145", :percent=>0.0, :quantity=>7}
{:rgb=>"0,73,147", :percent=>0.0, :quantity=>7}
{:rgb=>"0,72,147", :percent=>0.0, :quantity=>7}
{:rgb=>"7,76,144", :percent=>0.0, :quantity=>7}
{:rgb=>"20,78,145", :percent=>0.0, :quantity=>7}
{:rgb=>"22,79,147", :percent=>0.0, :quantity=>7}
{:rgb=>"20,79,151", :percent=>0.0, :quantity=>7}
{:rgb=>"25,80,149", :percent=>0.0, :quantity=>7}
{:rgb=>"75,102,162", :percent=>0.0, :quantity=>7}
